#OTU ID	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23	Sample_24	Sample_25	Sample_26	Sample_27	Sample_28	Sample_29	Sample_30	Sample_31	Sample_32	Sample_33	Sample_34	Sample_35	Sample_36	Sample_37	Sample_38	Sample_39	Sample_40	Sample_41	Sample_42	Sample_43	Sample_44	Sample_45	Sample_46	Sample_47	Sample_48	Sample_49
1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.18573e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.44537e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	0.0	0.0	0.0	2.51043e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.46301e-07	3.25309e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis|g__Citrobacter.s__Citrobacter_freundii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.36122e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis|g__Enterobacter.s__Enterobacter_aerogenes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.80833e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	5.25743e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07287e-05	0.0	0.0	0.0	0.0	1.24527e-06	0.0	0.0	1.09018e-06	1.10112e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.55346e-07	0.0	3.36832e-07	0.0	0.0	0.0	0.0
1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis|g__Escherichia.s__Escherichia_coli	1.52122e-06	1.56704e-05	0.0	9.62096e-06	3.38271e-05	0.0	0.0	1.22003e-05	9.25766e-06	0.0	0.0	4.70755e-05	9.18553e-05	0.0	0.0	0.0	4.68975e-06	6.81536e-06	0.0	0.0	0.0	5.84898e-06	0.0	0.0	1.13586e-06	2.15563e-06	0.0	8.90937e-05	0.0	2.29275e-05	8.82836e-05	9.36145e-05	0.0	1.7977e-05	0.0	0.0	5.26029e-05	1.4307e-05	1.09553e-06	0.000101257	4.11785e-06	2.45602e-05	0.000117167	1.81066e-07	1.19977e-06	3.47852e-05	0.0	2.39604e-05	0.000152812
1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis|g__Eubacterium.s__Eubacterium_rectale	9.72009e-06	6.35233e-06	0.0	0.0	0.0	7.5382e-06	0.0	0.0	6.60065e-06	6.74941e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.34265e-06	1.36482e-05	2.9987e-06	0.0	1.63034e-06	0.0	0.0	7.413e-06	1.10787e-05	2.5269e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0808e-06	0.0	1.0369e-05	0.0	0.0	3.76739e-06	0.0	0.0	6.67887e-06	0.0	0.0	4.86584e-06	0.0	0.0
1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis|g__Haemophilus.s__Haemophilus_influenzae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.74291e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis|g__Klebsiella.s__Klebsiella_oxytoca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.31121e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.05713e-07	0.0	0.0	0.0	0.0	0.0	0.0
1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.71737e-05	0.0	0.0	0.0	0.0	6.01162e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.20704e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.85521e-07	6.91359e-06	0.0	0.0	0.0	0.0	5.32537e-07	0.0
1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7475e-06	0.0	0.0	0.0	0.0	0.0	1.38702e-06	0.0	0.0	0.0	0.0
1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis|g__Shigella.s__Shigella_flexneri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.23613e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.97509e-07	0.0	0.0	9.23466e-06	3.46303e-05	0.0	0.0	0.0	0.0	0.0	0.0
1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis|g__Shigella.s__Shigella_sonnei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19953e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3865e-06	1.27537e-05	0.0	0.0	0.0
1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis|g__Staphylococcus.s__Staphylococcus_epidermidis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5033e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis|g__Streptococcus.s__Streptococcus_gordonii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67671e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0.0	0.0	0.0	0.0	1.42087e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.76894e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20072e-06
1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis|g__Streptococcus.s__Streptococcus_parasanguinis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31811e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.73138e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.90077e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.30886e-06	0.0
1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis|g__Streptococcus.s__Streptococcus_salivarius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000218181	0.0	0.0	0.0	0.0	4.08932e-06	0.0	0.0	0.0	0.0	1.70771e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.27663e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19462e-06	0.0
1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis|g__Streptococcus.s__Streptococcus_thermophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5011e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis|g__Streptococcus.s__Streptococcus_vestibularis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.18787e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis|g__Veillonella.s__Veillonella_parvula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.85871e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.42177e-06	8.66197e-07
1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis|g__Vibrio.s__Vibrio_cholerae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.85402e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000192966	0.000121802	0.0	6.28665e-05	0.000328768	5.04227e-06	0.000419197	0.000168546	2.24528e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86434e-06	0.0	0.0	0.0
1CMET2-PWY:_N10-formyl-tetrahydrofolate_biosynthesis|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.38804e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77779e-06	0.0	0.0	0.0	0.0	0.0	9.09824e-06	0.0
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY:_4-hydroxyphenylacetate_degradation|g__Enterobacter.s__Enterobacter_aerogenes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.77067e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY:_4-hydroxyphenylacetate_degradation|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	1.91654e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08364e-05	0.0	0.0	0.0	0.0	7.47928e-07	0.0	0.0	1.67011e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21326e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY:_4-hydroxyphenylacetate_degradation|g__Escherichia.s__Escherichia_coli	0.0	1.53485e-06	0.0	1.28198e-05	1.73885e-05	6.27688e-06	0.0	0.000139876	9.35457e-06	1.03099e-06	0.0	8.07622e-06	0.000174717	3.20639e-06	0.0	0.0	0.0	7.02753e-06	0.0	0.0	0.0	1.56533e-05	0.0	0.0	0.0	0.0	1.35149e-06	0.0	0.0	7.05389e-06	5.12969e-05	5.15548e-05	0.0	2.02245e-06	0.0	0.0	0.000134034	2.61809e-06	1.69509e-07	8.39953e-05	6.24076e-06	4.59205e-05	0.000241489	6.41714e-07	2.1862e-06	3.52698e-05	0.0	1.68287e-05	0.000267842
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY:_4-hydroxyphenylacetate_degradation|g__Klebsiella.s__Klebsiella_oxytoca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.50915e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.14227e-07	0.0	0.0	0.0	0.0	0.0	0.0
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY:_4-hydroxyphenylacetate_degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0.0	0.0	2.46364e-06	0.0	0.0	0.0	0.0	6.87013e-05	0.0	0.0	0.0	0.0	8.94164e-06	0.0	1.40901e-05	1.71138e-05	0.0	0.0	0.0	0.0	0.0	2.14314e-05	0.0	5.81717e-05	0.0	0.0	0.0	0.0	0.0	4.98375e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.47816e-07	0.0	0.0	0.0	6.78157e-07	1.58243e-05	0.0	5.17729e-07	0.0	0.0	9.37177e-07	0.0
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY:_4-hydroxyphenylacetate_degradation|g__Shigella.s__Shigella_flexneri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61493e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6663e-07	0.0	0.0	7.41365e-06	2.16067e-05	0.0	0.0	0.0	0.0	0.0	0.0
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY:_4-hydroxyphenylacetate_degradation|g__Shigella.s__Shigella_sonnei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.26129e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85393e-06	1.97352e-05	0.0	0.0	0.0
AEROBACTINSYN-PWY:_aerobactin_biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	4.1917e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.413e-06	0.0	0.0	0.0	0.0	0.0	7.49411e-06	0.0	0.0	0.0	0.0	6.16344e-07	0.0	0.0	6.01103e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09924e-07	0.0	0.0	0.0	0.0	0.0	0.0
AEROBACTINSYN-PWY:_aerobactin_biosynthesis|g__Escherichia.s__Escherichia_coli	2.4765e-06	7.13588e-07	0.0	1.97038e-05	6.87978e-06	0.0	0.0	2.66495e-05	2.27326e-06	0.0	0.0	5.39815e-05	1.63613e-06	3.46815e-06	3.48652e-06	0.0	1.22147e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.77988e-05	6.32452e-06	2.8314e-06	8.56028e-05	4.73792e-05	0.0	0.0	0.0	0.0	0.0	8.2119e-07	1.20695e-06	0.000128277	4.87865e-06	6.1378e-06	7.61838e-07	0.0	0.0	0.0	0.0	2.49565e-05	3.05277e-06
AEROBACTINSYN-PWY:_aerobactin_biosynthesis|g__Shigella.s__Shigella_flexneri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66337e-07	0.0	0.0	4.5061e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AEROBACTINSYN-PWY:_aerobactin_biosynthesis|g__Shigella.s__Shigella_sonnei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46706e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALL-CHORISMATE-PWY:_superpathway_of_chorismate_metabolism|g__Citrobacter.s__Citrobacter_freundii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.32028e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALL-CHORISMATE-PWY:_superpathway_of_chorismate_metabolism|g__Escherichia.s__Escherichia_coli	3.13822e-06	2.96047e-05	0.0	1.73812e-05	4.68429e-05	5.3233e-06	0.0	9.02449e-05	1.48167e-05	0.0	0.0	5.52924e-05	0.000109892	0.0	0.0	0.0	1.27995e-05	6.97479e-06	0.0	0.0	0.0	1.27275e-05	0.0	0.0	0.0	0.0	0.0	0.000128916	0.0	2.87078e-05	8.96591e-05	0.000114578	0.0	2.05197e-05	0.0	0.0	9.4704e-05	2.9605e-05	1.66331e-06	0.000142226	9.30371e-06	3.47064e-05	0.000135452	0.0	2.15702e-06	4.17458e-05	0.0	3.56068e-05	0.000210139
ALL-CHORISMATE-PWY:_superpathway_of_chorismate_metabolism|g__Shigella.s__Shigella_flexneri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75423e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.75687e-06	2.34475e-05	0.0	0.0	0.0	0.0	0.0	0.0
ALL-CHORISMATE-PWY:_superpathway_of_chorismate_metabolism|g__Shigella.s__Shigella_sonnei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.42927e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.62197e-07	1.43485e-05	0.0	0.0	0.0
